job_id,job_title,company,salary_min,salary_max,yrs_of_exp_min,yrs_of_exp_max,job_city,due_date,jd,job_url,salary_text,company_name,company_link,updated_at,time_left,tags,location
1937872,Business Analyst (Level: Middle Trở Lên),N/A,,,2.0,2.0,Hà Nội,,"Thu thập, làm rõ và ưu tiên yêu cầu nghiệp vụ từ khách hàng/stakeholder.Mô hình hoá quy trình AS-IS/TO-BE, BPMN/UML (Use Case, Activity, Sequence), luồng dữ liệu, quy tắc nghiệp vụ.Soạn bộ tài liệu chuẩn: SRS, FRS, FD/Feature Design, User Stories & Acceptance Criteria.Phối hợp Dev/Architect/QA trong grooming, estimation, review; làm cầu nối nghiệp vụ và kỹ thuật.Quản lý thay đổi (CR), cập nhật baseline tài liệu & backlog; hỗ trợ UAT, demo, training người dùng.Theo dõi tiến độ tính năng, xử lý blockers, bảo đảm chất lượng yêu cầu & giảm rework.",https://www.topcv.vn/viec-lam/business-analyst-level-middle-tro-len/1937872.html?ta_source=ITJobs_LinkDetail,Thoả thuận,CÔNG TY CỔ PHẦN GOLAZY,https://www.topcv.vn/cong-ty/cong-ty-co-phan-golazy/222436.html,Cập nhật 10 phút trước,Còn26ngày để ứng tuyển,"Giao tiếp, Phân tích dữ liệu, Phân Tích Nghiệp Vụ, 2+",Hà Nội
1939164,NodeJS Developer,N/A,,22.0,2.0,2.0,Hà Nội,,"Phát triển và duy trì các dịch vụ web và API cho các ứng dụng web, di động, đảm bảo tính khả dụng và hiệu suất cao;Tham gia nghiên cứu & phát triển các sản phẩm Web sử dụng ngôn ngữ/công nghệ: NodeJS(NestJS) và các công nghệ khác như JavaScript/Vuejs (NuxtJS) / ReactJS (NextJS), MySQL, MongoDB, Memcached, Redis, Docker, Kubernetes, Socket.io, Elasticsearch,...;Làm việc, phối hợp công việc theo nhóm dưới sự phân công công việc của Team Leader;Thực hiện các kiểm thử đơn vị, kiểm thử tích hợp để đảm bảo chất lượng của mã nguồn.",https://www.topcv.vn/viec-lam/nodejs-developer/1939164.html?ta_source=ITJobs_LinkDetail,Tới 22 triệu,Công ty Cổ phần VNEXT SOFTWARE,https://www.topcv.vn/cong-ty/cong-ty-co-phan-vnext-software/1469.html,Cập nhật 10 phút trước,Còn27ngày để ứng tuyển,"Javascript, Node.js, Express.js (hoặc Framework Tương Tự), 2+",Hà Nội
1876347,Nhân Viên IT,N/A,11.0,13.0,1.0,1.0,Hồ Chí Minh,,"- Quản lý hệ thống CNTT: máy tính, máy in, mạng LAN/Wi-Fi, camera, thiết bị văn phòng.
- Thiết lập phòng họp trực tuyến: TV, mic, webcam, Zoom/Google Meet, kết nối mạng ổn định.
- Tham gia quản trị phần mềm quản lý doanh nghiệp (CRM, bán hàng, kho...).  
- Hỗ trợ nhân viên công ty khắc phục lỗi trong quá trình sử dụng máy tính và các thiết bị liên quan đến CNTT.
- Theo dõi, kiểm kê tài sản IT. Đồng thời lên kế hoạch đề xuất mua sắm, nâng cấp thiết bị công nghệ thông tin định kỳ cho công ty.
- Lập kế hoạch đồng thời liên hệ với các đơn vị cung cấp (điện thoại, internet, máy tính,...) triển khai hợp đồng và các dịch vụ kèm theo (lắp ráp, bảo trì, gia hạn hợp đồng,...)
- Quản lý Email Server của công ty (khởi tạo, thu hồi email nhân viên trong công ty).
- Quản lý hệ thống chấm công nhân viên.",https://www.topcv.vn/viec-lam/nhan-vien-it/1876347.html?ta_source=ITJobs_LinkDetail,11 - 13 triệu,CÔNG TY CP HOÀNG NAM,https://www.topcv.vn/cong-ty/cong-ty-cp-hoang-nam/30283.html,Cập nhật 10 phút trước,Còn23ngày để ứng tuyển,,Hồ Chí Minh
1531271,Lập Trình Viên Fresher (Tiếng Nhật),N/A,,15.0,,,Hà Nội,,"Tham gia các dự án của công ty theo sự hướng dẫn của quản lýPhát triển phần mềm theo tài liệu được cung cấp.Báo cáo tiến độ, chủ động đưa phương án xử lý khi gặp vấn đề & báo cáo với quản lý trực tiếp.Tìm hiểu công nghệ mới để hỗ trợ dự án nếu cần.",https://www.topcv.vn/viec-lam/lap-trinh-vien-fresher-tieng-nhat/1531271.html?ta_source=ITJobs_LinkDetail,Tới 15 triệu,CÔNG TY TNHH KỸ SƯ CÔNG NGHỆ CAO VN,https://www.topcv.vn/cong-ty/cong-ty-tnhh-ky-su-cong-nghe-cao-vn/6864.html,Cập nhật 10 phút trước,Còn26ngày để ứng tuyển,"Làm việc nhóm, Giải quyết vấn đề, Kiến Trúc Phần Mềm, 2+",Hà Nội
1935372,Chuyên Viên Phân Tích Nghiệp Vụ (Business Analyst),N/A,,,2.0,2.0,Hà Nội,,"Chịu trách nhiệm chính về thu thập, phân tích và tài liệu dự án
Đánh giá quy trình hiện tại, xác định điểm nghẽn và phân tích đưa ra đề xuất quy trình cải tiến.
Phối hợp với đội phát triển sản phẩm phần mềm xây dựng giải pháp tính năng trong quá trình triển khai cho người dùng.
Tham gia triển khai, lên kịch bản kiểm thử UAT dựa trên yêu cầu nghiệp vụ
Viết và cập nhật tài liệu hướng dẫn sử dụng cho các tính năng, quy trình nghiệp vụ trên hệ thống ERP
Là điểm tiếp nhận và xử lý chính các yêu cầu hỗ trợ từ người dùng cuối liên quan đến các phân hệ ERP (đặc biệt là POS, Bán hàng, Kho, Kế toán).
Đảm bảo tính toàn vẹn và đúng đắn của dữ liệu trên hệ thống thông qua việc kiểm tra và hướng dẫn người dùng nhập liệu chính xác
Chẩn đoán, phân tích và xử lý các sự cố phát sinh trong quá trình vận hành phần mềm.",https://www.topcv.vn/viec-lam/chuyen-vien-phan-tich-nghiep-vu-business-analyst/1935372.html?ta_source=ITJobs_LinkDetail,Thoả thuận,CÔNG TY CỔ PHẦN ĐẦU TƯ CÔNG NGHỆ HOÀNG HUY,https://www.topcv.vn/cong-ty/cong-ty-co-phan-dau-tu-cong-nghe-hoang-huy/217096.html,Cập nhật 10 phút trước,Còn24ngày để ứng tuyển,,Hà Nội
1931898,Frontend Developer Junior (ReactJS),N/A,,,1.0,1.0,Hồ Chí Minh,,"Phát triển và nâng cấp các tính năng trong các dự án đang hoạt động với ngôn ngữ Javascript.Xây dựng các microsite, trang quản lý (CRM, HRM, CMS ...) cho các dự án mới với framework ReactJS.Tương tác dữ liệu với API được đội Backend cung cấp.Phát triển kỹ năng thiết kế UI hoặc định hướng UX.",https://www.topcv.vn/viec-lam/frontend-developer-junior-reactjs/1931898.html?ta_source=ITJobs_LinkDetail,Thoả thuận,CÔNG TY CỔ PHẦN ESTUARY,https://www.topcv.vn/cong-ty/cong-ty-co-phan-estuary/45650.html,Cập nhật 10 phút trước,Còn54ngày để ứng tuyển,"HTML, CSS, Javascript, 2+",Hồ Chí Minh
1936269,Chuyên Viên Business Analyst (BA ) - Thu Nhập 10-12tr - Hoàng Mai - Hà Nội,N/A,10.0,12.0,2.0,2.0,Hà Nội,,"Tốt nghiệp chuyên ngành CNTT Thu thập và đánh giá các yêu cầu của người dùng để phát triển ứng dụng phục vụ kinh doanh;Trao đổi, làm rõ yêu cầu, kết hợp khảo sát, phân tích các quy trình nghiệp vụ;Triển khai các dự án với vai trò là BA nghiệp vụ và hỗ trợ tài liệu nghiệm thu dự án;Viết các tài liệu yêu cầu chức năng, đặc tả chức năng cho các ứng dụng sẽ được phát triển;Phối hợp đào tạo nghiệp vụ cho phòng ban khác trong công ty.",https://www.topcv.vn/viec-lam/chuyen-vien-business-analyst-ba-thu-nhap-10-12tr-hoang-mai-ha-noi/1936269.html?ta_source=ITJobs_LinkDetail,10 - 12 triệu,CÔNG TY TNHH HÓA ĐƠN ĐIỆN TỬ M-INVOICE,https://www.topcv.vn/cong-ty/cong-ty-tnhh-hoa-don-dien-tu-m-invoice/107926.html,Cập nhật 10 phút trước,Còn25ngày để ứng tuyển,"Phân Tích Nghiệp Vụ, Thu Thập Yêu Cầu, Mô Hình Hóa Quy Trình, 2+",Hà Nội
1564631,Thực Tập Sinh Lập Trình Viên,N/A,,,,,Hồ Chí Minh,,"Phân tích yêu cầu và thiết kế hệ thống phần mềm.Phát triển và bảo trì các ứng dụng web và mobile.Viết code sạch, hiệu quả và dễ bảo trì.Thực hiện các bài test đơn vị và tích hợp.Cộng tác với các thành viên khác trong nhóm để hoàn thành dự án.Tham gia vào các cuộc họp và thảo luận về kỹ thuật.Học hỏi và cập nhật kiến thức công nghệ mới.Có khả năng làm việc độc lập và làm việc nhóm.Có khả năng giải quyết vấn đề và đưa ra các giải pháp hiệu quả.Có tinh thần trách nhiệm cao và cam kết với công việc.",https://www.topcv.vn/viec-lam/thuc-tap-sinh-lap-trinh-vien/1564631.html?ta_source=ITJobs_LinkDetail,Thoả thuận,CÔNG TY TNHH AI POWER,https://www.topcv.vn/cong-ty/cong-ty-tnhh-ai-power/178377.html,Cập nhật 10 phút trước,Còn85ngày để ứng tuyển,"Khả năng giải quyết vấn đề, Khả Năng Học Hỏi Nhanh, Khả Năng Làm Việc Nhóm, 2+",Hồ Chí Minh
1923289,Chuyên Viên Sản Phẩm (Product Executive),N/A,10.0,15.0,,,Hà Nội,,"Tham gia trực tiếp vào quá trình thiết kế các dự án thực tế dưới sự hướng dẫn của Product Manager.Thu thập, xác định và tinh chỉnh yêu cầu sản phẩm từ yêu cầu của khách hàng.Xây dựng sơ đồ luồng người dùng và wireframe cho sản phẩm.Phân tích yêu cầu người dùng, thiết kế thông số kỹ thuật và theo dõi tiến độ phát triển sản phẩm.Làm cầu nối giữa các bộ phận phát triển khác nhau để đảm bảo sản phẩm đáp ứng yêu cầu, có chất lượng tốt và đúng tiến độ.Nghiên cứu và đề xuất ý tưởng, giải pháp sáng tạo để đề xuất các sản phẩm mới và cải thiện sản phẩm của khách hàng.",https://www.topcv.vn/viec-lam/chuyen-vien-san-pham-product-executive/1923289.html?ta_source=ITJobs_LinkDetail,400 - 600 USD,CÔNG TY TNHH EAERA VIỆT NAM,https://www.topcv.vn/cong-ty/cong-ty-tnhh-eaera-viet-nam/194871.html,Cập nhật 10 phút trước,Còn14ngày để ứng tuyển,"Nghiên Cứu Thị Trường, Phân tích dữ liệu, Xây Dựng Kế Hoạch Sản Phẩm, 5+",Hà Nội
1930639,Business Analyst,N/A,,,2.0,2.0,Hồ Chí Minh,,"Làm việc trực tiếp với Product Owner, khách hàng và các bên liên quan để thu thập, phân tích, làm rõ và xác thực các yêu cầu nghiệp vụ, yêu cầu người dùng và yêu cầu hệ thống.Chuyển hóa các yêu cầu nghiệp vụ thành các tài liệu chi tiết và dễ hiểu cho đội ngũ phát triển, bao gồm: User Stories, Acceptance Criteria, Use Cases, Software Requirement Specification - SRS, Business Requirement Document - BRD.Xây dựng và mô hình hóa các quy trình nghiệp vụ (Business Process Flows), sơ đồ luồng dữ liệu (Data Flows), và Wireframes/Mockups để trực quan hóa giải pháp.Đóng vai trò là đầu mối liên lạc chính, đảm bảo thông tin được truyền đạt thông suốt và chính xác giữa đội ngũ chăm sóc khách hàng và đội ngũ kỹ thuật (Developers, QC, UI/UX).Hỗ trợ và giải đáp các thắc mắc về nghiệp vụ cho đội ngũ phát triển và kiểm thử, đảm bảo sản phẩm được phát triển đúng theo yêu cầu.Tham gia vào quá trình nghiệm thu người dùng (UAT), kiểm thử và xác nhận sản phẩm cuối cùng đáp ứng đúng các mục tiêu đã đề ra.",https://www.topcv.vn/viec-lam/business-analyst/1930639.html?ta_source=ITJobs_LinkDetail,Thoả thuận,CÔNG TY TNHH GIẢI PHÁP BRAIN TECH,https://www.topcv.vn/cong-ty/cong-ty-tnhh-giai-phap-brain-tech/226875.html,Cập nhật 10 phút trước,Còn20ngày để ứng tuyển,"Giao tiếp, Phân tích dữ liệu, Phân Tích Nghiệp Vụ, 2+",Hồ Chí Minh
